# Constructed from biom file
#OTU ID	2016_1	2016_3	2016_2	2016_4	2017_2	2017_1	2017_3	2017_4	2017_5	2017_6	2017_7	2017_8
k__Archaea;p__Crenarchaeota	0.0550219319758	0.0259102367194	0.0359029866036	0.0353938480583	0.022588211206	0.0274826691098	0.0033247019879	0.0167174961239	0.019165538511	0.00630083876907	0.0218947862652	0.054494619461
k__Archaea;p__Euryarchaeota	3.01301904508e-05	3.81743984669e-06	0.000104513536055	2.6911380823e-06	9.14058401019e-07	0.0	2.88352297303e-06	2.2717075858e-06	0.0	0.0	4.14281670108e-06	9.28880281265e-07
k__Archaea;p__[Parvarchaeota]	1.40140420702e-06	4.9626718007e-05	7.24351239986e-06	1.61468284938e-05	0.000131624409747	2.07665292411e-05	1.44176148651e-06	4.5434151716e-05	3.34681542146e-06	0.0	2.62378391068e-05	2.41508873129e-05
k__Bacteria;p__	0.000208108524742	7.76212768827e-05	0.000258696871424	0.000139939180279	8.50074312948e-05	0.000342036952206	2.73934682438e-05	0.000222627343408	0.000468554159004	2.94753100066e-06	0.000182283934847	0.000108678992908
k__Bacteria;p__AC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67340771073e-06	0.0	0.0	0.0
k__Bacteria;p__AD3	0.0	3.81743984669e-06	3.10436245708e-06	0.0	0.0	3.66468163078e-06	0.0	2.2717075858e-06	0.0	4.51954753434e-05	0.0	0.0
k__Bacteria;p__Acidobacteria	0.347433328195	0.357451069965	0.39531572401	0.343709464733	0.192866322615	0.226218353947	0.0334618423405	0.25846807399	0.285409725511	0.250270927224	0.20292620953	0.207699488651
k__Bacteria;p__Actinobacteria	0.0593137323598	0.0321733830279	0.0682659652187	0.118079065637	0.110216247937	0.093224614445	0.118150912058	0.0808216766338	0.0962711455982	0.103805164271	0.111434864564	0.176007951215
k__Bacteria;p__Armatimonadetes	0.000628529786846	0.000795299968061	0.000871291062954	0.000780430043866	0.00138845471115	0.000675522980608	0.00785183305555	0.000436167856474	0.000753033469828	0.00176655357973	0.000357663175193	0.000822059048919
k__Bacteria;p__BHI80-139	5.46547640736e-05	0.000145062714174	0.000166600785197	4.84404854813e-05	0.000106030774518	7.20720720721e-05	1.15340918921e-05	5.45209820592e-05	7.69767546935e-05	6.87757233487e-05	5.79994338151e-05	3.25108098443e-05
k__Bacteria;p__BRC1	0.000301301904508	0.000225228950955	0.000359071257536	0.000169541699185	0.000397615404443	0.000171018476103	0.0178273807807	0.000151068554456	9.203742409e-05	8.3513378352e-05	0.000157427034641	4.45862535007e-05
k__Bacteria;p__Bacteroidetes	0.0647988284261	0.0384632514153	0.0528290055071	0.0459942409645	0.117121045098	0.107822262941	0.357489085866	0.111911130799	0.0737487512195	0.0648859649381	0.121156674423	0.0339403565971
k__Bacteria;p__Chlamydiae	7.00702103508e-06	5.08991979559e-06	8.27829988555e-06	1.07645523292e-05	7.40387304826e-05	5.98564666361e-05	0.000333046903385	3.29397599941e-05	3.84883773467e-05	4.71604960105e-05	8.14753951211e-05	0.000126327718252
k__Bacteria;p__Chlorobi	0.000311111733957	0.000365201745333	0.000370453919878	0.000382141607686	0.00122849449097	0.00165643609711	0.000918402066909	0.00114721233083	0.001278483491	0.000648456820145	0.000861705873824	0.000623278668729
