	2016_1	2016_3	2016_2	2016_4	2017_2	2017_1	2017_3	2017_4	2017_5	2017_6	2017_7	2017_8
2016_1	0.0	0.255353491184	0.128257375945	0.201978460552	0.329581057152	0.273134876343	0.679494957436	0.258203285721	0.20698449274	0.462095022083	0.29278287978	0.28810673809
2016_3	0.255353491184	0.0	0.201419578767	0.225185697941	0.304582684686	0.284361601981	0.76343927136	0.282181704981	0.317985503238	0.339967250839	0.383102276595	0.380257613926
2016_2	0.128257375945	0.201419578767	0.0	0.14490762585	0.3186536841	0.285111091899	0.708795672305	0.248631548993	0.219491385258	0.439587081455	0.288101698827	0.305308320534
2016_4	0.201978460552	0.225185697941	0.14490762585	0.0	0.330470011916	0.29636099024	0.706998291042	0.259806669156	0.212206464837	0.428066543423	0.244696881887	0.25231849275
2017_2	0.329581057152	0.304582684686	0.3186536841	0.330470011916	0.0	0.136021067077	0.597091417472	0.174100344413	0.254776254686	0.251323867217	0.231047476574	0.296151106464
2017_1	0.273134876343	0.284361601981	0.285111091899	0.29636099024	0.136021067077	0.0	0.63493292985	0.114292427391	0.188427649226	0.282211760512	0.192791336694	0.280601297302
2017_3	0.679494957436	0.76343927136	0.708795672305	0.706998291042	0.597091417472	0.63493292985	0.0	0.635979443405	0.678267952647	0.696463673202	0.637339685882	0.69309858123
2017_4	0.258203285721	0.282181704981	0.248631548993	0.259806669156	0.174100344413	0.114292427391	0.635979443405	0.0	0.153615080924	0.315307006698	0.156774949989	0.276950564968
2017_5	0.20698449274	0.317985503238	0.219491385258	0.212206464837	0.254776254686	0.188427649226	0.678267952647	0.153615080924	0.0	0.375260386559	0.170054863061	0.241411002242
2017_6	0.462095022083	0.339967250839	0.439587081455	0.428066543423	0.251323867217	0.282211760512	0.696463673202	0.315307006698	0.375260386559	0.0	0.363461809412	0.391259916818
2017_7	0.29278287978	0.383102276595	0.288101698827	0.244696881887	0.231047476574	0.192791336694	0.637339685882	0.156774949989	0.170054863061	0.363461809412	0.0	0.248162126937
2017_8	0.28810673809	0.380257613926	0.305308320534	0.25231849275	0.296151106464	0.280601297302	0.69309858123	0.276950564968	0.241411002242	0.391259916818	0.248162126937	0.0
