Feature ID	Test stat.	pval	pval_fdr	pval_bon
k__Bacteria;p__GAL15	-0.816921665637	0.000576412331654	0.0317026782409	0.0317026782409
k__Bacteria;p__Bacteroidetes	0.783216783217	0.0015727465051	0.0432505288903	0.0865010577807
k__Bacteria;p__Chloroflexi	-0.741258741259	0.00423904948333	0.0777159071944	0.233147721583
k__Bacteria;p__BRC1	0.657342657343	0.0180612637925	0.219200715671	0.993369508589
k__Bacteria;p__OP11	0.65034965035	0.0199273377883	0.219200715671	1.0
k__Bacteria;p__GN04	-0.614989552185	0.0314983112912	0.288734520169	1.0
k__Bacteria;p__Nitrospirae	-0.573426573427	0.0502488128	0.394812100572	1.0
k__Bacteria;p__Planctomycetes	-0.559440559441	0.0579526971128	0.39842479265	1.0
k__Bacteria;p__Fusobacteria	-0.53218115639	0.0751496867239	0.459248085535	1.0
k__Bacteria;p__Tenericutes	-0.517482517483	0.0856715127972	0.471193320385	1.0
k__Bacteria;p__WPS-2	0.496503496503	0.102266232669	0.511331163344	1.0
k__Bacteria;p__Acidobacteria	-0.482517482517	0.114386120936	0.524269720957	1.0
k__Archaea;p__Crenarchaeota	-0.433566433566	0.163667805474	0.62438047447	1.0
k__Bacteria;p__Chlorobi	0.426573426573	0.171593612325	0.62438047447	1.0
k__Bacteria;p__Cyanobacteria	0.412587412587	0.18811486034	0.62438047447	1.0
k__Bacteria;p__OD1	0.412587412587	0.18811486034	0.62438047447	1.0
k__Bacteria;p__FBP	0.405594405594	0.196710447208	0.62438047447	1.0
k__Bacteria;p__Gemmatimonadetes	-0.398601398601	0.205529155814	0.62438047447	1.0
k__Bacteria;p__SBR1093	-0.350909862833	0.271574868143	0.62438047447	1.0
k__Bacteria;p__PAUC34f	-0.347106759593	0.277279416269	0.62438047447	1.0
k__Bacteria;p__MVP-21	-0.328676300489	0.305820848836	0.62438047447	1.0
k__Bacteria;p__NKB19	0.328671328671	0.305828746876	0.62438047447	1.0
k__Bacteria;p__SR1	0.320980444354	0.318173000859	0.62438047447	1.0
k__Bacteria;p__FCPU426	0.31619492199	0.325981147109	0.62438047447	1.0
k__Bacteria;p__Spirochaetes	-0.314685314685	0.328464343872	0.62438047447	1.0
k__Bacteria;p__WS4	-0.311782899703	0.333265554687	0.62438047447	1.0
k__Bacteria;p__AC1	-0.305699202719	0.343443646684	0.62438047447	1.0
k__Bacteria;p__GOUTA4	-0.305699202719	0.343443646684	0.62438047447	1.0
k__Bacteria;p__NC10	-0.305699202719	0.343443646684	0.62438047447	1.0
k__Bacteria;p__[Thermi]	0.304121881122	0.34610765041	0.62438047447	1.0
k__Archaea;p__[Parvarchaeota]	0.300699300699	0.351923540156	0.62438047447	1.0
k__Bacteria;p__WS3	-0.293706293706	0.363955912081	0.62554922389	1.0
k__Bacteria;p__Chlamydiae	0.27972027972	0.388612822292	0.647688037153	1.0
k__Bacteria;p__WS2	0.272727272727	0.401231599155	0.649051116279	1.0
k__Bacteria;p__TM7	0.258741258741	0.42703440301	0.671054061873	1.0
k__Bacteria;p__TM6	0.237762237762	0.467101746206	0.713627667815	1.0
k__Bacteria;p__Verrucomicrobia	0.223776223776	0.494680360527	0.717423334081	1.0
k__Bacteria;p__Kazan-3B-28	0.218356573371	0.505545818718	0.717423334081	1.0
k__Bacteria;p__Proteobacteria	0.216783216783	0.508718364166	0.717423334081	1.0
k__Bacteria;p__Firmicutes	-0.160839160839	0.62643971141	0.861354603188	1.0
k__Bacteria;p__OP3	0.146853146853	0.657210272352	0.881623536082	1.0
k__Bacteria;p__Actinobacteria	-0.118881118881	0.720090486682	0.941471907626	1.0
k__Bacteria;p__	-0.111888111888	0.736059855053	0.941471907626	1.0
k__Bacteria;p__GN02	-0.0839160839161	0.800776966089	0.949050252963	1.0
k__Bacteria;p__Elusimicrobia	-0.0699300699301	0.833563722048	0.949050252963	1.0
k__Archaea;p__Euryarchaeota	0.0633818533684	0.848995073227	0.949050252963	1.0
k__Bacteria;p__BHI80-139	0.0629370629371	0.850044943925	0.949050252963	1.0
k__Bacteria;p__AD3	0.0545859786629	0.869793434804	0.949050252963	1.0
k__Bacteria;p__OP9	-0.0436713146741	0.895698314329	0.949050252963	1.0
k__Bacteria;p__Synergistetes	-0.0436713146741	0.895698314329	0.949050252963	1.0
k__Bacteria;p__WS1	-0.0436713146741	0.895698314329	0.949050252963	1.0
k__Bacteria;p__Lentisphaerae	0.0430045378901	0.897283875529	0.949050252963	1.0
k__Bacteria;p__Armatimonadetes	0.027972027972	0.933105742049	0.950385478012	1.0
k__Bacteria;p__Fibrobacteres	0.027972027972	0.933105742049	0.950385478012	1.0
k__Bacteria;p__OP8	0.0161267017088	0.961409971546	0.961409971546	1.0
